Level,ExpToNextLevel,GoodReward1,GoodAmount1,GoodReward2,GoodAmount2,GoodReward3,GoodAmount3,PaidGoodReward1,PaidGoodAmount1,PaidGoodReward2,PaidGoodAmount2,PaidGoodReward3,PaidGoodAmount3,ThresholdRewardSet1,ThresholdRewardSet2,ThresholdRewardSet3,ThresholdRewardSet4,ThresholdRewardSet5,MaxFields,MaxEvents,CaretakerStorageCapacity,MillerStorageCapacity,MaxCatAmount,MaxCatHouseAmount,MaxDogAmount,MaxDogHouseAmount,MaxHorseAmount,MaxPonyAmount,MaxHorseHouseAmount,MaxDonkeyAmount,MaxDonkeyHouseAmount,MaxBunnyAmount,MaxBunnyHouseAmount,MaxKittenAmount,MaxKittenHouseAmount,MaxPuppyAmount,MaxPuppyHouseAmount,MaxGuineaPigAmount,MaxGuineaPigHouseAmount,MaxBirdAmount,MaxBirdHouseAmount,MaxAlpacaAmount,MaxAlpacaHouseAmount,MaxHedgehog1Amount,MaxHedgehog2Amount,MaxHoglet1Amount,MaxHoglet2Amount,MaxHedgehogHouseAmount,MaxChickenHabitats,MaxCowHabitats,MaxSheepHabitats,MaxLambHabitats,MaxPigHabitats,MaxGoatHabitats,MaxHammermills,MaxSugarMills,MaxSmelters,MaxBeeHabitats,MaxSquirrelHabitats,MinGoodsInOrderDelivery,MaxGoodsInOrderDelivery,OrderCancelTimeMin,OrderSpeedUpPrice,BoatOrderSpeedUpPrice,MaxOrderCount,CashExpMultiplier,EventCounterClicks,OrderMinValue,OrderMaxValue,DiamondsToCoinsRate,DiamondsToCoinsRateV2,DiamondsToCoinsRateV3,GuestOrderValue,MinCrateAmountInBoatOrder,MaxCrateAmountInBoatOrder,MinBoatOrderValue,MaxBoatOrderValue,MinGoodTypesInBoatOrder,MaxGoodTypesInBoatOrder,MinBoatStayTimeMinutes,MaxBoatStayTimeMinutes,BoatETAMinutes,BoatRewardMultiplier,SpecialOrderProbablity,SpecialOrderMaxCount,TruckCoinMultiplier,TruckEXPMultiplier,BoatCrateCoinMultiplier,BoatCrateEXPMultiplier,EXPEventCurrencyMultiplier,GoodReward4,GoodAmount4,GoodReward5,GoodAmount5,GoodReward6,GoodAmount6,MinTruckOrderValueOfDay,MaxTruckOrderValueOfDay,TargetTruckOrdersPerDay,MaxLockedOrderProducts,MaxTruckOrderMultiplier,MinPeopleQuestEffort,MaxPeopleQuestEffort,PeopleQuestDealersChoiceExpReward,PeopleQuestDealersChoiceCoinReward
469,4766000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,313,1252,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,478,488,478,478
470,4777000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,313,1252,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,479,489,479,479
471,4788000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,314,1256,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,480,490,480,480
472,4799000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,314,1256,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,481,491,481,481
473,4810000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,315,1260,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,482,492,482,482
474,4821000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,315,1260,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,483,493,483,483
475,4832000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,316,1264,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,484,494,484,484
476,4843000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,316,1264,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,485,495,485,485
477,4854000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,317,1268,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,486,496,486,486
478,4865000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,317,1268,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,487,497,487,487
479,4876000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,318,1272,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,488,498,488,488
480,4887000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,318,1272,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,489,499,489,489
481,4898000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,319,1276,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,490,500,490,490
482,4909000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,319,1276,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,491,501,491,491
483,4920000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,320,1280,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,492,502,492,492
484,4931000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,320,1280,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,493,503,493,493
485,4942000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,321,1284,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,494,504,494,494
486,4953000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,321,1284,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,495,505,495,495
487,4964000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,322,1288,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,496,506,496,496
488,4975000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,322,1288,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,497,507,497,497
489,4986000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,323,1292,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,498,508,498,498
490,4997000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,323,1292,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,499,509,499,499
491,5008000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,324,1296,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,500,510,500,500
492,5019000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,324,1296,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,501,511,501,501
493,5030000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,325,1300,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,502,512,502,502
494,5041000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,325,1300,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,503,513,503,503
495,5052000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,326,1304,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,504,514,504,504
496,5063000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,326,1304,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,505,515,505,505
497,5074000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,327,1308,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,506,516,506,506
498,5085000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,327,1308,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,507,517,507,507
499,5096000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,328,1312,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,508,518,508,508
500,5107000,FreeDiamonds,400,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,328,1312,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,509,519,509,509
501,5127000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,329,1316,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,510,520,510,510
502,5147000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,329,1316,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,511,521,511,511
503,5167000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,330,1320,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,512,522,512,512
504,5187000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,330,1320,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,513,523,513,513
505,5207000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,331,1324,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,514,524,514,514
506,5227000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,331,1324,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,515,525,515,515
507,5247000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,332,1328,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,516,526,516,516
508,5267000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,332,1328,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,517,527,517,517
509,5287000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,333,1332,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,518,528,518,518
510,5307000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,333,1332,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,519,529,519,519
511,5327000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,334,1336,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,520,530,520,520
512,5347000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,334,1336,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,521,531,521,521
513,5367000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,335,1340,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,522,532,522,522
514,5387000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,335,1340,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,523,533,523,523
515,5407000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,336,1344,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,524,534,524,524
516,5427000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,336,1344,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,525,535,525,525
517,5447000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,337,1348,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,526,536,526,526
518,5467000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,337,1348,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,527,537,527,527
519,5487000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,338,1352,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,528,538,528,528
520,5507000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,338,1352,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,529,539,529,529
521,5527000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,339,1356,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,530,540,530,530
522,5547000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,339,1356,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,531,541,531,531
523,5567000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,340,1360,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,532,542,532,532
524,5587000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,340,1360,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,533,543,533,533
525,5607000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,341,1364,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,534,544,534,534
